1	-17.4495
2	-16.9999
3	-15.5991
4	-12.937
5	-12.7671
6	-8.92231
7	-8.36631
8	-6.52211
9	-8.46321
10	-3.46131
11	-6.36091
14	-15.2134
15	-14.1114
16	-15.6706
17	-10.8178
18	-12.4135
19	-7.87101
20	-8.09531
21	-8.15861
22	-6.53351
23	-2.06711
24	-4.07031
27	-16.5346
28	-12.5993
29	-16.4063
30	-12.2321
31	-10.2345
32	-5.84591
33	-7.32851
34	-4.86891
35	-7.25281
36	-3.97791
37	-2.56421
40	-13.681
41	-13.45
42	-11.5734
43	-10.5023
44	-12.7482
45	-5.33741
46	-10.7729
47	-5.76941
48	-5.20391
49	0.0534928
50	-5.73751
53	-12.0358
54	-10.4681
55	-9.82579
56	-5.82931
57	-5.96121
58	-7.87941
59	-7.31501
60	1.92609
61	-3.97321
62	-2.22111
63	-1.42401
66	-10.0485
67	-9.6861
68	-11.9367
69	-7.37051
70	-6.73611
71	-6.78681
72	-4.66841
73	-1.90141
75	1.73329
76	1.94829
79	-11.4683
81	-9.13631
82	-5.48051
83	-4.10511
84	-3.75971
85	-5.75781
86	-3.00981
87	-0.479907
88	2.93139
89	1.13099
92	-7.03201
93	-6.71521
94	-5.91901
95	-0.664207
96	-5.20311
97	-2.92721
99	-0.625707
100	1.56279
101	6.38609
102	1.44439
105	-7.29761
106	-5.20681
107	-6.01301
108	-2.32841
109	-3.36341
110	-0.615907
111	-1.99761
112	-0.0749072
113	3.58699
114	4.24209
115	3.78259
118	-6.22711
120	-6.14791
121	-4.41691
122	-2.39321
123	-1.16551
124	-0.703707
125	1.64369
126	4.10629
127	7.18469
128	6.96589
131	-3.45681
132	-2.57641
133	-4.63131
134	1.60179
135	2.53749
137	1.91149
138	4.29029
139	5.90489
140	8.81259
141	6.38199
144	-2.85461
145	-0.167607
147	1.30709
148	2.72509
149	3.54089
150	2.97769
151	4.54289
152	5.73719
153	10.6705
154	9.69479
157	-2.39671
158	2.52329
159	0.137493
160	4.14159
161	1.32539
162	6.39499
163	4.00459
164	7.15069
165	8.68589
166	10.4719
167	9.83149
170	0.195193
171	-0.555507
172	2.40999
173	3.60219
174	4.26929
175	7.40019
176	6.08099
177	7.03669
178	7.81129
179	10.7261
180	11.1092
183	-0.243907
184	2.52459
185	2.40669
186	4.45239
187	3.69239
188	8.27039
189	7.24039
190	11.3408
191	9.43729
192	6.85859
193	12.6724
196	1.48009
197	4.59849
198	1.78939
199	5.15169
200	4.15029
201	6.46559
202	9.05759
203	5.52079
204	8.48779
205	11.6639
206	9.05569
209	0.954093
210	2.54489
211	3.14699
212	6.37809
213	3.96319
214	9.33709
215	9.58429
216	10.6716
217	12.273
218	13.5014
219	11.6397
222	1.68249
223	5.71299
224	4.27079
225	5.86289
226	5.32839
227	10.1895
228	9.81749
229	14.2161
230	12.3327
231	16.1565
232	14.6813
235	4.28429
236	3.97999
237	5.44909
238	7.40989
239	7.55579
240	9.68349
241	10.2657
242	11.8523
243	13.9588
244	16.5304
245	15.0988
248	1.52369
249	7.01329
250	9.78969
251	9.84899
252	9.19059
253	14.5144
254	11.5887
255	15.8652
256	14.409
257	16.7267
258	18.3485
261	-16.8492
262	-16.7582
263	-19.984
264	-12.9596
265	-15.6929
266	-13.6242
267	-12.8218
268	-7.82131
269	-9.44401
270	-5.76951
271	-7.73711
274	-20.0392
275	-16.6258
276	-14.8591
277	-11.8457
278	-11.3458
279	-10.762
280	-9.69278
281	-9.66066
282	-9.13561
283	-4.53951
284	-8.52911
287	-14.8313
288	-14.1659
289	-14.0406
290	-11.7139
291	-13.2871
292	-8.99801
293	-7.62131
294	-4.13211
295	-6.48431
296	-3.56431
297	-3.51041
300	-16.2169
301	-13.8434
302	-14.5011
303	-11.5543
304	-12.4592
305	-8.67491
306	-8.73411
307	-4.86121
308	-5.21131
309	-1.52941
310	-4.58591
313	-13.6086
314	-12.4222
315	-13.1035
316	-12.5746
317	-7.11171
319	-6.90951
320	-4.28681
321	-2.90531
322	-2.86911
323	-0.364707
326	-12.4262
327	-11.691
328	-10.9221
329	-6.17751
330	-6.61091
331	-4.69551
332	-6.89261
333	-1.63721
334	-1.55141
335	0.101593
336	-0.523407
339	-7.96891
340	-7.74181
341	-10.2041
342	-5.20421
343	-7.88321
344	-1.46841
345	-3.16681
346	-0.305407
347	-0.226807
348	2.74009
349	-0.368507
352	-10.1295
353	-8.39881
354	-7.31171
355	-5.39891
356	-6.27171
357	-2.00441
358	-2.34981
359	1.22949
360	1.31039
361	2.07469
362	3.00649
365	-10.7778
366	-6.19181
367	-6.86721
368	-5.75441
370	-2.26221
371	-3.01681
372	0.908393
373	1.49079
374	3.02849
375	5.95399
378	-10.2327
379	-6.17171
380	-4.96461
381	-1.79721
382	-2.50011
383	0.124393
384	1.32679
385	1.15249
386	5.84879
387	5.09679
388	5.50509
391	-5.50331
392	-1.97601
393	-3.78891
394	-1.31331
395	-0.425907
396	1.05049
397	2.02009
398	4.40199
399	4.21689
400	6.14839
401	6.09129
404	-5.07481
405	-2.02381
406	-2.42101
407	-0.713107
408	2.84249
409	2.42469
410	3.63599
411	4.50289
412	4.84619
413	6.62089
414	6.58879
417	-3.69261
418	0.129093
419	-5.47761
420	0.685193
421	1.49909
422	3.83379
423	2.64759
424	4.87549
425	7.42759
426	7.97769
427	10.6299
430	-1.50001
431	-1.25111
432	-2.36241
433	5.02029
434	1.89939
435	2.57929
436	4.22479
437	6.83329
438	7.43999
439	9.44249
440	10.3046
443	-0.324507
444	0.200793
445	2.80779
446	8.94309
447	2.37979
448	5.86309
449	6.03879
450	8.07489
451	7.96809
452	9.64829
453	8.69879
456	1.87509
457	1.99809
458	-0.00100719
459	2.61789
460	2.39999
462	6.53859
463	8.90889
464	8.68669
465	11.9451
466	10.908
469	0.580293
470	1.02869
471	0.0371928
472	6.56299
473	6.67349
474	8.54149
475	8.29689
476	10.7069
477	10.3336
478	12.4058
479	13.7086
482	1.47429
483	1.65779
484	4.21169
485	7.44599
486	6.93659
487	6.72019
488	8.69389
489	11.4413
490	12.2778
491	13.938
492	11.5146
495	0.854093
496	4.38409
497	6.14709
498	8.28629
499	8.52199
500	10.7306
501	12.0843
502	14.5406
503	13.4955
504	12.4001
505	14.666
508	3.94779
509	6.26089
510	4.93049
